id	language_name	language_latitude	language_longitude	language_macroarea	language_family	GB020_ARTDef	GB021_ARTIndef	GB022_ARTPre	GB023_ARTPost	GB024_NUMOrder	GB025_DEMOrder	GB026_ADJDiscont	GB027_ComitConjDifferent	GB028_Clusivity	GB030_PRO3PGender	GB031_PRODualAug	GB035_DEMDistContrast	GB036_DEMElevation	GB037_DEMVisNonvis	GB038_DEMClassifier	GB039_NounNUMAllomorph	GB041_NUMSupplNoun	GB042_SingularNoun	GB043_DualBound	GB044_PluralBound	GB046_AssocPlural	GB047_NMZActionState	GB048_NMZAgent	GB049_NMZObject	GB051_GenderSex	GB052_GenderShape	GB053_GenderAnimacy	GB054_GenderPlants	GB057_NUMClassif	GB058_POSSClassifier	GB059_POSSAlienability	GB065_POSSPosdPosrOrder	GB068_PredAdjLikeV	GB069_AttrAdjLikeV	GB070_CoreCaseNoun	GB071_CoreCasePRO	GB072_ObliqueCaseNoun	GB073_ObliqueCasePRO	GB074_Prepositions	GB075_Postpositions	GB079_VPrefixing	GB080_VSuffixing	GB081_VInfix	GB082_PresentBoundV	GB083_PastBoundV	GB084_FutureBoundV	GB086_AspectBoundV	GB089_S-ArgSfxV	GB090_S-ArgPfxV	GB091_A-ArgSfxV	GB092_A-ArgPfxV	GB093_P-ArgSfxV	GB094_P-ArgPfxV	GB095_CaseSplitTAM	GB096_CaseSplitVerbClass	GB098_CaseSplitPerson	GB099_VSupplPerson	GB103_BenefApplBoundV	GB104_AppInstrBoundV	GB105_CaseRecipientObj	GB107_NEGBoundV	GB108_DirLocBoundV	GB109_VSupplNUM	GB110_VSupplTA	GB111_VerbClass	GB113_TransitivizingBound	GB114_ReflBoundV	GB115_RecipBoundV	GB116_VClassifiers	GB117_CopulaPredNom	GB118_SerialV	GB119_MoodAUX	GB120_AspectAUX	GB121_AUXTense	GB122_VCompounding	GB123_LightVerb	GB124_NounIncorpIntrans	GB126_ExistentialV	GB127_PostureVerbs	GB129_FewVerbs	GB130_OrderSVIntrans	GB131_TransVInitOrder	GB132_TransVMedOrder	GB133_TransVFinalOrder	GB134_MainSubSameOrder	GB135_SUBClauseInOPosition	GB136_WordOrderFixed	GB137_NEGFinal	GB138_NEGInitial	GB139_NEGProhibitive	GB140_SameNEGLocExistNom	GB146_VControl	GB147_PassiveBoundV	GB148_AntipassiveBoundV	GB149_InverseBoundV	GB150_ClauseChain	GB151_SwitchReference	GB152_SimulSeqBound	GB155_CAUSBound	GB156_CAUSSay	GB158_RedupV	GB159_RedupNoun	GB160_RedupOther	GB165_TrialBound	GB166_PaucalBound	GB167_PROLogophore	GB170_ADJGender	GB171_DEMGender	GB172_ARTGender	GB177_AnimacyBoundV	GB184_AdjNUM	GB185_DEMNum	GB186_ARTNum	GB187_DIMBound	GB188_AUGBound	GB192_GenderPhono	GB193_OrderADJ	GB196_PRO2PMascFem	GB197_PRO1PMascFem	GB198_NUMGender	GB203_QUANTOrder	GB204_QUANTUniversal	GB250_PredPOSSHabeo	GB252_PredPOSSLoc	GB253_PredPOSSDat	GB254_PredPOSSAdnom	GB256_PredPOSSComitative	GB257_QIntonation	GB260_QWordOrder	GB262_QPartInitial	GB263_QPartFinal	GB264_QPartMedial	GB265_COMPARExceed	GB266_COMPARLoc	GB270_COMPARConjoin	GB273_COMPAROtherMarker	GB275_COMPDegreeBound	GB276_COMPDegreeFree	GB285_QPartVMorph	GB286_QVMorph	GB291_QTone	GB296_Ideophones	GB297_QVNotV	GB298_NEGAux	GB299_NEGPart	GB300_VSupplGive	GB301_Inclusory	GB302_PassiveFree	GB303_AntipassiveFree	GB304_PassiveA-ArgOvert	GB305_PRORefl	GB306_PROReciproc	GB309_MultiplePastFuture	GB312_MoodBoundV	GB313_PROPoss	GB314_AUGgender	GB315_DIMGender	GB316_SingularFree	GB317_DualFree	GB318_PluralFree	GB319_TrialFree	GB320_PaucalFree	GB321_GenderUnpredict	GB322_EvidSense	GB323_EvidIndirect	GB324_QV	GB325_QCountMass	GB326_QInSitu	GB327_RELPost	GB328_RELPre	GB329_RELInternalHead	GB330_RELCorr	GB331_RELAdjoined	GB333_NUMDecimal	GB334_NUMQuinary	GB335_NUMVigesimal	GB336_NUMBodyTally	GB400_PersonNeutralized	GB401_PatientLabile	GB402_VSupplSee	GB403_VSupplCome	GB408_Accusative	GB409_Ergative	GB410_NeutralAlign	GB415_PRO2PPoliteness	GB421_ComplThinkKnowPre	GB422_ComplThinkKnowPost	GB430_POSSPfxPosr	GB431_POSSPfxPosd	GB432_POSSSfxPosr	GB433_POSSSfxPosd	GB519_MoodAuxPart	GB520_AspectAuxPart	GB521_TenseAuxPart	GB522_PRODrop
nucl1310	Burmese	20.7926	93.9665	Eurasia	Sino-Tibetan	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1		1	1	1	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	1	1		1	1	1	1	1	1	0	0	0	1		0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	2	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1		0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0		0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0
nucl1327	Limilngan	-12.4294	131.845	Australia	Limilngan-Wulna	1	1	1	1	2	3	0		0	0	0	0	0	0	0	0	1	0	0	0	0				0	0	1	1	0	0	1	2	0	0	0	1	1	0	0	0	1	1	0	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	2	0	0	1	1		0	0	1	1		0			0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1	1	0	0	0	2	0	0	0			0	0	0	0	0		0	0	0	0							0	0	0	0	0	0	1	1	0				0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0		1	1	0	0	1	0			0	0	0	0	0	0	0	0
nucl1347	Wolof	15.2534	-15.383	Africa	Atlantic-Congo	1	0	1	1	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	1			1	1	0	0	1	1	0	0	1	3	1	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	1	0	0	0	1	0	1	1	1	0	0	0		1	1	0	1	0	0	1	1				1		0	1	0	1	0	1	1	1	1	0	1	0	1	0	1	0	1	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	1	1	0	0	2	0	0	1	2	1	1	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0																																																						
nucl1417	Igbo	4.62705	7.23441	Africa	Atlantic-Congo	0	0	0	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	1		0	1	0	0	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0			1	0	1	1		0	0		0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0		0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1		1	0	1	0	0	0	0	0	0	0	1	0
nucl1452	Mombum	-8.27141	138.773	Papunesia	Mombum-Koneraw	0	0	0	0	2				0	0	0							0							0	0	0	0	0	0		1	0	0		1			0	1	0	1		1	1	1	1	1	0	1	0	0	0								1															1				0	1	0	0	1			1	0	0	1		1															0	0	0		0		0			0	2	0	0	0																							0	0	0								1		1	0	0	0					0												1		0	0				1						0	0	0	0				1
nucl1454	Yawa	-1.77196	136.263	Papunesia	Yawa-Saweru	0	0	0	0	2	2			1	1	1	0	0	0	0			0		1					0	0	0	0	0	0	1	2				0	0	0	0	1	1	1	0				1	0	1	0	1	0	1				0	0	0	1			0	0														1			1	0	0	1	1	1	1	1		1			0	0										0	0	0	0	0	0	0			0			0	2	0	0	0		1	1	0	0	0	0	0	0	0	1	0							0	0	0		0			0		0	0	1					1	0	0			1	0	0	0			0	0	1												0	0	0	1	0	0										1
nucl1458	Monumbo	-4.2717	144.95	Papunesia	Bogia	0	1	0	1		2	0	1	0	1	1	0	0	0	0	1	0	0	0	1			0	0	1	0	0	1	1	1	1	3		0	0	0	1	0	0	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0				0	1			1		1	0	0	1	1	1	1	1	1	1		0		0	1	0	0	1	0		1	1	0	1	1		0		0	0	0				1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	2	1	1	1	2	1	0	0	0	0	0						0	0	1	0	1	0						0	1	0		0		0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1		1	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0			0	1	0	0	1		0	1
nucl1460	Madurese	-7.0	113.0	Papunesia	Austronesian	1	0	0	1	3	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0		1	1	1						0	0	2	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	1	0	1	0	0		1			0	0	0	1		0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	1	1	1	1	1	1																																																																																													
nucl1464	Nuclear Nias	0.90691	97.4961	Papunesia	Austronesian	0	0	0	0	3	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1					1	0	0	2	1	1	1	1	0	0	1	0	1	1	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1		0	2	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0																																																																																												
nucl1483	Kumak	-20.4035	164.193	Papunesia	Austronesian	0	0	0	0	1	2	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	1	1	1	3	1	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	1	1	1	0	0	2	1	0	0	1	1	0	0	1	1	0	1	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	2	0	0	1	3	1	0			1		1	0	0	0	0	0	1	0	0	0	0	0	0	0		0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	1	0	1
nucl1487	Nuclear Western Fijian	-18.134562	177.538969	Papunesia	Austronesian	1	0	1	0	1	2	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	3	1	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0		1	1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	1	0	0	2	1	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	1	1	0
nucl1593	Kwomtari	-3.50718	141.488	Papunesia	Kwomtari-Nai	0	0	0	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0		0	1	0	0	0	1	1		1	0	0	1	0	0	1			1	1	0	1	0	1	0	0	0	1	0	1			1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1		0	0	0	0	0	0	0	0	0	0	0	0	1	1					0	0	0	0	1	0	0	0	0	0	0	0	0			0	0	1	0	1				0	0	0	0	0		0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
nucl1595	Kwerba	-2.2137	138.486	Papunesia	Greater Kwerba	0	0	0	0	2	2			1	0	1					0		0	0	0					0	0	0	0	0	0		1	1	0	1	1	1	1	0	1	1	1	0	1	1	0	1	0	1	0	1	1	0	0	0	0	1	0	0		1	1	1	0	1	0	0	0	1	1		0	0	0	1		0			0	1	0	0	1		0	1	1	0	1		1	0	0	0			1	0		0	0		0	0		0	0	0	0	0		0			0	2	0	0	0										0	0	1							0	0	0			0	1								1	1		0	0	0	0	0	0	0	0					1	0	0	0	1	0	0	0	0	0					1	0	0	0			0	0	0	0	1	1	1	
nucl1622	Marind	-8.15651	140.009	Papunesia	Anim	0	0	0	0	1	3	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0	1	0	1	0		0	1	0	0	1	1	0	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	3	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1
nucl1630	Barai	-9.46246	147.899	Papunesia	Koiarian		0	0		2	2	0	1		0	0	1	1	0	0	0	0	0	0	0					0	0	0	0	0	0	1	3	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1		0	0	0	0	1	0	0	0	0	0	0			0	1	0	0	1		0		0	0	1	0	1	0	0	0	1	1	1			0		1	0	0	0	0	0	0	0	1	1		0	0	0	2	0	0	0	2	0	0	0	0	1	0		0	0	0	1	0	0	1	0	1	0	0	0	0		0	0	1	1		0	0	0	1	0	1	1	1	0	0	0	0		0	0	0	0	0	0		1	1					0	1	1	0	0		0		0	0	1	0	1	0	0	0	1	0	0	0	0	0
nucl1632	Sentani	-2.6013	140.512	Papunesia	Sentanic	0	0	0	0	2	1	0		1	0	1	1	0	0	0	0		0	0	0			1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0	1	0	0					1	1	0	0	0		1	1				0	0	0	1		1			0	1	0	0	1				1	0	1	1		0	0	0				0		0	0	1	0	0	0	0	0	0	0	0	0	0			0	2	0	0	0	2		0	0	0	0	1						0	0	1	0	0	0				0		0	1	0		0	0	0	1		0	1	1	0	0	0	0	0	0	0	0											0	0	0	0			0	0	1	0	1	0			0	0	0	0	0	0	0	
nucl1633	Nimboran	-2.5803	140.179	Papunesia	Nimboranic	0	0	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	1	1	0	0	1	0	1		0	1	0	0	1	1	1	1	0	1		1	0	0	0	0	1	0	0	0		1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0			0	0	0							0	0				0	1	0					0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0		0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0			0	0	1	0	0	0	0	0
nucl1643	Japanese	35.0	135.0	Eurasia	Japonic	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	1	0	0	1	0	1	1	0	1	0	0	1	0	0	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	2	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0		0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1		0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	1	0	1	0	0	1
nucl1706	Neo-Mandaic	31.3443	48.8128	Eurasia	Afro-Asiatic	1	0	0	1	1	1		1	0	1	0	0	0	0	0	1	0	0	0	1	0				1	0	0	0	0	0	1	2	0		1	1	1	1	1	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0				0	1	0	0		0	1	1	1	1	1		0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0			0	2	0	0	0	1	0	0	0	1	0		1	0	0	0	0		1		1	1	0	0	0	0	0	0	0	0		0	1	0	0	1	1	0	1	0			0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0																		
nuer1246	Nuer	8.13911	32.3829	Africa	Nilotic	0	0	0	0	2			0	1	0	0	1	0	0			1	0	0	1					0	0	0	0			1	2	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0		1	0	1	0	1			0	0	0	1	0	1	0	1	1	1			0	1		0	1	0	1	1		0	0	0	1	1	1		0	0	0	0	0	0	0	0	0	0	1	0	0		0	0	0	0		1	0	0	0	0	2	0	0	0			0	0		1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0		0	1		1		0	0	1	1	0	0	0		0	0	0	0	0	0	0	0			0		1	1	0	0		0	1	1	0	0					0	0	1	0	1	0	0	0	1	1	0	1		
nugu1242	Nugunu (Cameroon)	4.63103	11.1837	Africa	Atlantic-Congo	0	0	0	0	2	2		0							0	1		1		1			1						0	0					0	0			1		1	1		0	1	1	1	0	1	0	1	0	1					1	0	1	1				1	1	1	1		1			1					1		0	1	0	1	0			1	0	0				1						1	0								1	0			1	0							1	2	0	1				1				1													0	0								1	1												0		1	1	0	0	0	0				0					0	0	1		1	0	0	0	0	0	0	0	0	1
nukn1238	Nukna	-6.0177	146.969	Papunesia	Nuclear Trans New Guinea	0	0	0	0	2	2	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	3	0	0	1	1	1	1	0	1	1	1		1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0		0	0	1	0	0	0	0	1		1		0	1	0	1	0	1	0	0	0	0	1		1			0	1	1	1	0	1	1	1		0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2		0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0				1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	1
nuku1260	Nukuoro	3.84	154.975	Papunesia	Austronesian	1		1	0	1	1		0	1	0	1	1	0	0	0			0	0	0	0				0	0	0	0	1	0	1	3	1	1	1	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0				0				1	1	0	0	0	1		1		0		0	0	0				1		0	1	1	1	0			0	0	0	1			1						1	0	1	1		0	0		0	0	0		1	1	1			0	2	0	0	0	2																							1	0	0		0	1				0	1	1	0	0	1	1	1	0	0	0					1						1			0			0	0	1	1		0	1	0	1	0	0	0	1	1	0	
nung1282	Nung (Myanmar)	27.2887	98.7333	Eurasia	Sino-Tibetan	1	0	0	1	2	2	0	1	1	0	1	0	1	0	1	0	0	0	0	1		0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	1	0		1		1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0		0	0	0	1	0	1		0	0			0	0	1	0	0	1	0	0	1	1		1	0	1	1				0		0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0		0	1	0	1	0	0		0		1	0		1	0	0	0	0	0	1	0	0	0	1	1	0	0	0						1	0	0	0	0		0	0	0	0	1	0			0	1	0	0	1	0		0
nupe1254	Nupe-Nupe-Tako	9.18404	5.40031	Africa	Atlantic-Congo	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0		0	0	1	0	1	0	0	0	0	0	0	0	0	0	2			0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	1	0	0			0		0	0	0		1	0	0	0	1	1	0	1		0	1	0	1	0	1	1	1	1	0			1	0	0	0		0		0		1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	2	0											1	0	0	0	0	0	0	0	0			0	1		0	1	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0			1	0	0	0	0	1	1	1	0	0					0	1	0	1	0	0	0	0	0	1	1	1	0
nusu1239	Nusu	26.7292	98.8801	Eurasia	Sino-Tibetan	0	0	0	0	2	2	0		1	0	1	0	1	0	1	0	0	0	0	1		1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0		1	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0		0	0	0	1		0	0	0	1			1	0	0	1	0	0	1	1	1	1	0		1					0		0	0				1	1	0	0		0	0	0	0	0	0	0	1		0	2	0	0	0			1						0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0							0	0	0	0	0	0	0		0	0	0			0		1		1				1	0	0	0	0		0	0	0	0	1	0			0	1	0	0	1	1	1	
nuuc1236	Nuu-chah-nulth	49.67	-126.67	North America	Wakashan			0	1		1			0	0	0					0	0	0	0	1	0				0	0	0	0	0	0	1	2	1		0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	0				0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0		0	0		0	1	1	0	0	1		0	0	1	1		1	1		1		0		1		0	1		0	0		0	0	0	0				0	0	0		0	0	0			1	0	0	0	0	0	0	0	0	0							0	1	0		0	0	0			0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	1	0			0	0	0		1	0	0	0	0	1	0	0	0	0
nuuu1241	N||ng-Danster !Ui	-29.7054	19.0841	Africa	Tuu	0	0	0	0		3	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1				1	0	0	1	1	0	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0	0	0	0	0	0	1	0	0	0	0	0	0	2		1	0	0	0	0		0	0	0	0							0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	0	0	0			0	0	0																		
nyah1249	Nyaheun	15.1034	106.543	Eurasia	Austroasiatic					2	2			1	1															0	0	0	0				2							1	0				0	0	0		0	0	0	0	0	0	0	0	0	0				0									1				0	1			1			1	0	1	0				0	1										0								0	0	0		0	0				0	2	0	0	0	1																							0	1							0	0			0	0						0																					1		0	0								
nyah1250	Nyahkur	15.8909	101.515	Eurasia	Austroasiatic	0	0	0	0	2	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	1	1	1	1	0	1	0	0	0	0	0	1	0		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0		1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1		0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1
nyak1260	Nyakyusa-Ngonde	-9.71018	33.7763	Africa	Atlantic-Congo	0	0	0	0	2	2		0	0	1	0	0	0	0	0	0	0	0	0	0	0	1		1	0	0	1	1	0	0	0	2	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	0	1	0	1	0	0	1	0			1	1		0	0	0	1	1	1	0	0		0	0	0	0					0	1	0	1	0			0	0	0	1	0		1						1	0	1	0	1	0	0		1	1	0	0	0	0	0	1	0	0	2	0	0	1	2	0	0	0	0	0	1						1	0	0	1	0							0	0	0		0			0	0	0	1	1	0	0	0	0	0	0	0	1			0	0	0	1	0				1	1	0	0	0		0	0	1	0	1	0			0	0	0	0	0	0	0	
nyal1250	Nyali	1.92098	30.0201	Africa	Atlantic-Congo	0	0	0	0	2	2			0	0	0	1	0	1	0	1		1	0	1	0								0	0	1	2			0	0	0	0			0	1	0	1	1	1	0	0	1	1	0	0	1	1	0	1		1			1	0			0				0			0	0	0						0								0	0	1	0	0	0		0				1	0	0		1	0	0		1	1	0	0	1		0		0		2	0	0	1	2		0	0	0	0	0																	0	0		0	1			0	0	1	1		0		0	0	0	0	0				0	0		1	0		0	0	1	0	0	0	0				0	0	1	0			0	0	0	0	0	0	0	0
nyal1254	Belep	-19.72	163.66	Papunesia	Austronesian	0	0	0	0	2	2	0		1	0	1	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	0	1	0	0		0		0	1	0	0	0	1	0	1	0	0	1	0	0	0		0	0	1	0	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0				0	0	0	0	0	0	1	0	1	0	0	0	0		0	0	0	2							1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1
nyam1285	Nyam	9.18024	10.83652	Africa	Afro-Asiatic	1	0	0	1	3	2	0	0	0	1	0	0	0	1	0	0	1	0	0	0		1	0	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0			0	1	0	1	0	1	1	1	1	1	1	0		0	0	0		0	1	1		1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	2		0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0		0	0	1						1	1		1	0	0	0	0	0	0	0	0	0			0		1	1	0	0	0	0	1	0	1	0																		
